dialogue_id,intra_dialogue_id,entropy
72,6,2.5808
73,0,2.5739
73,1,2.581
73,2,2.9063
73,3,2.9397
73,4,2.7104
73,5,2.6853
73,6,-0.0
74,0,2.4281
74,1,2.4679
74,2,2.3166
74,3,2.3349
74,4,2.2285
74,5,1.5486
74,6,0.998
74,7,1.159
74,8,-0.0
76,0,2.3219
76,1,2.3094
76,2,-0.0
76,3,2.4063
76,4,1.9774
76,5,2.1651
76,6,2.1805
76,7,0.8631
76,8,-0.0
77,0,2.0
77,1,1.8232
77,2,1.5832
77,3,-0.0
78,0,2.4381
78,1,2.4663
78,2,2.5843
78,3,2.3314
78,4,2.5841
79,0,2.7072
79,1,2.5502
79,2,2.3546
79,3,1.6805
79,4,-0.0
80,0,3.0
80,1,2.6059
80,2,2.8699
80,3,2.1012
80,4,1.574
80,5,1.361
80,6,-0.0
81,0,2.0
81,1,2.0
81,2,2.0
81,3,1.5849
81,4,-0.0
81,5,0.9183
81,6,-0.0
82,0,2.0
82,1,2.0
82,2,2.0
82,3,1.9864
82,4,1.9709
82,5,1.8703
82,6,2.6628
83,0,2.8078
83,1,2.7545
83,2,2.7667
83,3,2.3302
83,4,2.1644
83,5,1.891
83,6,-0.0
84,0,2.5803
84,1,1.5486
84,2,0.9183
84,3,1.4398
84,4,1.0
84,5,-0.0
85,0,2.3166
85,1,1.5219
85,2,2.6577
85,3,2.558
85,4,2.7574
85,5,2.335
85,6,-0.0
86,0,2.3888
86,1,2.8335
86,2,2.8763
86,3,2.976
86,4,2.9567
86,5,2.1961
86,6,2.6139
86,7,2.9722
86,8,1.7306
87,0,2.1167
87,1,2.2353
87,2,2.1139
87,3,1.713
87,4,1.0
88,0,2.6949
88,1,2.6966
88,2,2.2638
88,3,2.1837
88,4,1.9938
88,5,2.4641
88,6,2.3404
88,7,1.8578
88,8,1.433
