dialogue_id,intra_dialogue_id,entropy
73,2,1.5849
73,3,1.5849
73,4,1.2988
73,5,1.5774
73,6,1.5395
74,0,2.531
74,1,2.2577
74,2,1.9709
74,3,1.8232
74,4,1.0
74,5,1.0
74,6,1.0
74,7,1.0
74,8,1.0
76,0,2.1809
76,1,-0.0
76,2,-0.0
76,3,-0.0
76,4,-0.0
76,5,-0.0
76,6,-0.0
76,7,0
76,8,0
77,0,1.9938
77,1,1.5849
77,2,1.5486
77,3,-0.0
78,0,2.0
78,1,2.0
78,2,2.0
78,3,1.9938
78,4,-0.0
79,0,2.3489
79,1,2.0
79,2,1.921
79,3,1.8352
79,4,-0.0
80,0,2.8002
80,1,1.9544
80,2,1.8232
80,3,1.9086
80,4,-0.0
80,5,-0.0
80,6,-0.0
81,0,2.0
81,1,2.0
81,2,2.0
81,3,1.9709
81,4,1.921
81,5,1.361
81,6,-0.0
82,0,2.0
82,1,2.0
82,2,1.9911
82,3,2.0
82,4,1.4834
82,5,1.0
82,6,1.0
83,0,2.0
83,1,1.8232
83,2,1.571
83,3,-0.0
83,4,-0.0
83,5,-0.0
83,6,-0.0
84,0,1.5849
84,1,1.0
84,2,0.9544
84,3,1.0
84,4,1.0
84,5,0.9544
85,0,1.3486
85,1,1.0
85,2,1.0
85,3,1.0
85,4,1.0
85,5,-0.0
85,6,-0.0
86,0,1.8232
86,1,1.5774
86,2,1.5849
86,3,1.0
86,4,1.0
86,5,1.0
86,6,0.9911
86,7,0.9911
86,8,-0.0
87,0,2.0
87,1,1.8257
87,2,-0.0
87,3,-0.0
87,4,-0.0
88,0,2.7377
88,1,1.9938
88,2,1.0
88,3,1.0
88,4,0.9911
88,5,1.0
88,6,-0.0
88,7,-0.0
88,8,-0.0
89,0,1.3486
89,1,0.8631
89,2,1.0
89,3,1.0
89,4,0.9544
