dialogue_id,intra_dialogue_id,entropy,cross_entropy
85,1,1.9238,1.0987
85,2,1.9938,1.3216
85,3,1.9911,1.204
85,4,1.9714,1.204
85,5,1.5486,0.9163
85,6,-0.0,0.0
86,0,2.0,1.3863
86,1,1.6855,0.758
86,2,2.0,1.3863
86,3,1.8425,1.204
86,4,0.8631,0.2231
86,5,-0.0,2.3026
86,6,-0.0,0.7985
86,7,-0.0,0.0
86,8,-0.0,0.0
87,0,1.9709,1.2612
87,1,1.8249,1.4554
87,2,-0.0,1.204
87,3,-0.0,0.8472
87,4,-0.0,0.6375
88,0,1.921,1.204
88,1,2.0,1.3863
88,2,1.7604,2.1481
88,3,1.888,2.3026
88,4,1.8262,2.9957
88,5,1.3789,1.9661
88,6,0.8631,36.0437
88,7,0.6501,2.0794
88,8,0.9183,1.0309
89,0,1.5849,1.0987
89,1,0.8631,1.8971
89,2,0.9544,1.5292
89,3,1.0,0.9163
89,4,0.9911,0.7621
